Item ID,Sentiment,SentimentText,Category
332,0,"@RailMinIndia @sureshpprabhu filthy toilet in A1 coach of Shalimar Exp 14645, coach smelling rotten. Can any1 redUce our tragedy?",Unhygienic
333,3,@sureshpprabhu @RailMinIndia sir yesterday saw launch of irctc menu for kids its not healthy junk food only their pls look it..,Food
334,1,"@RailMinIndia @Abhishe10700831 Sir, FIR has been lodged by GRP/Gwalior vide Cr.No. 75/16 U/S 380 IPC.",Others
335,6,"RT @LisaCBooks: Dark Pursuit, a #pnr #holiday story is on sale for #99cents! https://t.co/MFxZ7YCtIi https://t.co/QvS7EUtktI",Others
336,5,@ankulaagarwal @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct @drmbct please take N/A.,Others
337,6,"@RailMinIndia @soumyaz007 Sir, attended u r mother at Berhampur &amp; Khurda road, but she had no problem. Thanks for calling us.",Others
338,1,"@RailMinIndia @sureshpprabhu Train 12554, DOJ 10/6/16In frst general coach2nd part ppl r fighting n in another only few ppl are there,Why",Violence
339,0,"@RailMinIndia @sureshpprabhuSir,problem still persistNo water in Toilets and wash basinTrain is halted at small stops making it more late",Unhygienic
340,3,@RailMinIndia @sureshpprabhu.HE REPLIED if you can complain you can.I am from IRCTC not any vendor.PNR No 4119867656 https://t.co/Sn1rEHHs0U,Others
341,4,"@RailMinIndia @drmmumbaicr @GM_CRly Today during the morning peak hours, trains were jam packed &amp; late by almost 15-20 mins. MADE IN INDIA.",management
342,5,@sureshpprabhu Sir plz help to get handicap id card for online ticket booking on IRCTC. Officials at CSTM stn not helping! @RailMinIndia,management
343,6,"@RailMinIndia thanks for quick response.Staff attended,inform me that sun window screen was there. Sorry for misunderstanding on my part.",management
344,3,@RailMinIndia 12142 please enquiry pantry carMineral water neer not saleComing station SantaSale water other local company,Food
345,5,"@RailMinIndia Dearsir,mymom is &gt;60 yrs and my law she is 46 but i hv cnfrm ticket from yuva pnr 2547183534 UB for bth F.plz help forUB to LB",management
346,5,"@RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior citizen, ladies many people standing",Others
347,0,@RailMinIndia train no.12791 coach B2 ....no water in toilet since morning......kindly help,Unhygienic
348,5,@RailMinIndia I don't know how transgenders enter in sleeper class without  valid ticket and bag for money and bother young boys..,management
349,3,@RailMinIndia @drmdelhi water point vendor at PF 1 charging extra money for water without any reason.,Food
350,0,@RailMinIndia @sureshpprabhu cleaning staff of railways dumping garbage through the gaps in the vestibule area. https://t.co/olc5vM41ua,management
351,4,@sureshpprabhu @RailMinIndia Sir mai 1 month me 5-6 bar yatra kr aur aaj bhi kr rha 22408 ANVT-BSB se aur hr bar ye late h aur aaj bhi late,management
352,3,"

@RailMinIndia @PiyushGoyal @IRCTC_Ltd Sir can we get for which we all r paying or just cheating in name of food",Food
353,0,"@RailMinIndia Boarded train number 04416, starting from new delhi station. B2 compartment is completely dirty. https://t.co/t2BvLBOTOP",Unhygienic
354,6,@RailMinIndia replace the boggie at the latest,management
355,0,@sureshpprabhu @RailMinIndia last night travel from badnera(MH)found no Cleanliness@station.Toilets/water dispenser was in bad shape,Unhygienic
356,0,@RailMinIndia No water in B1 of 15232 since noon. People are buying mineral water to go to washrooms. Please help. Pnr 6352338749,Food
357,7,@anujajoshi9 @RatlamDRM @RailMinIndia @IR_ENHM will be attended at kota . please share your mobile no .,Others
358,3,@RailMinIndia @IRCTC_Ltd Vendor simply overcharging for ??? ???. Charging 20 rs instead of 15rs printed MRP. https://t.co/crClsrbPvB,Others
359,3,"@sureshpprabhu @RailMinIndia Thnks for baby food in selected stations. Cant there be essential medical stores, under JAN AUSHADHI Scheme?",Food
360,2,@sureshpprabhu @RailMinIndia middle birth fall on me while sleeping on lower birth due 2 technical fault in middle birth.,management
361,0,@RailMinIndia we presently traveling from tata nagar to jammu by muri express(18101).We are facing lot of problems mainly water  in toilet.,Unhygienic
362,5,@sureshpprabhu @RailMinIndia so get Aadhar no of passengers travelling you get all details automatically. Mobile nos send ticket details it,management
363,1,"@RailMinIndia @7Ravik Sir, FIR has been lodged by GRP/MGS vide Cr.No. Nil/127/16 U/S 379 IPC has been transferred to GRP/NDLS.",Others
364,4,"@sureshpprabhu sir, I am at NDLS st. 3 plateform counter and only one no.8 is active. We commuters are facing problems.@RailMinIndia",management
365,4,@RailMinIndia @IRCTC_Ltd @DCPDelhiRailway @drmdelhi Train 12724 has been at a halt since 30 mins at Hazrat Nizamuddâ¦ https://t.co/ntm09W6sci,Others
366,2,@RailMinIndia @drmdelhi @IR_EDMECHG @CRSE_CHG_NR 2139649203 Name Ahmad Ali D2 sheat no 29,Others
367,0,"Travelling in an extremely unclean compartment in Falaknuma 12703, no cleaning done on compartment B3.water loggedâ¦ https://t.co/JwALKcH36T",Unhygienic
368,6,@amt10x @RailMinIndia @nerailwaygkp  https://t.co/mWqazSZhv9,Others
369,6,@RailMinIndia @sureshpprabhu  mumbai locals collapsed on very first day of monsoon.hope we will not suffer in this season,Others
370,5,@RailMinIndia travelling in 12955 frm Mum to kota. Sunshine vendor charging 25 Rs for ice cream of Rs 10. Evn after objecting no refund.,Others
371,0,@RailMinIndia in train no 19168 we r facing horrible cooling problem since early morning... do some necessary action,Others
372,6,@vikaskh05172507 @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/tZ1SopOrL4,Others
373,0,"@RailMinIndia ;@sureshpprabhuTravelling by 12111.No water in B3, B4. Raised to TTE,called Igatpuri. No action. Again to Bhusaval. Pls help.",Food
374,0,@sureshpprabhu @RailMinIndia it was very difficult to locate a dustbin @ Wardha railway stn. How do you expect to keep it clean...,Others
375,4,@RailMinIndia @sureshpprabhu  what is the benefit of paying 2000-3000 for sleeper tickets when train is running late https://t.co/g0p0TxfZGZ,management
376,5,@RailMinIndia My mother is a cancer patient but does not get confirm ticket https://t.co/gG1iO1XTaW,management
377,5,"@sureshpprabhu @RailMinIndia u say service has got prompt.sample this,filed TDR on 13th feb 16,yet to get refund https://t.co/LUwYRX2Tfv",management
378,4,#NTES National Train enquiry system is not updating #Mumbai Localtrain running info properly @Central_Railwayâ¦ https://t.co/8C0robxMP9,Others
379,0,"@sureshpprabhu @RailMinIndia PNR 8248171565,Train No.12141, train just started few hrs back, toilet dirty, no light in 1 toilet, no water",Unhygienic
380,0,RT @RupSgsits: @RailMinIndia Fan is not working in Train:12295 coach S2-47/48. Please assist.,Others
381,6,RailMinIndia @RailMinIndia @Central_Railway @PiyushGoyal No responce from Railway plz look into the matter,Others
382,3,@RailMinIndia @sureshpprabhu food quality is very bad and behaviour of vender is very rude,Food
383,4,@RailMinIndia Train no-05514 is 5 hours late.this train is for suvidha but what I m waiting for train at least 4 hours.,management
384,5,@sureshpprabhu Must check online tatkal ticket conspiracy #agentsfeed #publicbeingcheated #follpublic #govtloot @RailMinIndia @IRCTC_Ltd,management
385,7,@arpiturfrnd      Kindly share PNR number for further action.   @Drmdelhi @IR_ENHM,Others
386,7,@RailMinIndia @ahamadali222 @IR_EDMECHG @CRSE_CHG_NR matter is fwd to the @SrDMEdelhi,Others
387,5,"@RailMinIndia can I use an unused ticket (today) of an express for fast passenger at 4PM,today ? Or I have to buy a new ticket?",management
388,7,@RailMinIndia @Siriusblack1213 @rpfncr Matter advised to concerned official @nr_ctg for necessary action.,Others
389,0,"fan isnt working for the last 6 hours at the time of peak summer, do help  pnr 4512791357 ",Others
390,5,@RailMinIndia  Booked a E-ticket on PNR NUMBER- 6153163290.BUT till now not receiveing the ticket message on my resistor phone number.,management
391,0,"charger points of the complete bogie malfunctioning, need immediate attention pnr 4512791357",Damage
392,4,@RailMinIndia train 12903 stuck between Kosikalan n palwal since one hour and no info when it will start as overhead wire has been broke,Others
393,5,@sureshpprabhu @RailMinIndia irctc looting customers for non confirmed tickets by deducting 20% any even for non confirmed W/L tickets.,management
394,1,"@RailMinIndia HELP! HELP! 2 handbags with valuables stolen. How safe is travel on Indian Rail! PNR-8145511I31,8345511270. @sureshpprabhu",Others
395,7,"@RajivPa42303624  Kindly share PNR number, issue referred to concerned officials @ed_eeg @Drmkhurdaroad",Others
396,6,@imvikas10x @Central_Railway @RailMinIndia @PiyushGoyal @PiyushGoyalOffc @mygovindia @PMOIndia @nitin_gadkariâ¦ https://t.co/aKLL2IZgbs,Others
397,6,@IRCTC_Ltd @RailMinIndia Check pics of railway failure https://t.co/trUCYQyBzM,Others
398,1,@RailMinIndia @sureshpprabhu my wife's golden chain (mangal sutra) snatched in train. PNR:8402856864. Location .. https://t.co/rvI0yOfU0J,Others
399,5,@sureshpprabhu @RailMinIndia @IRCTC_Ltd Disappointed trying ticket for past one and half hours!! How do we travel?? https://t.co/WgYEbrYZSB,management
400,0,@RailMinIndia in LTT DBG SUVIDHA train 05514 not working fan in S1 locomotive.side fan,Others
401,5,"@RailMinIndia plz remove 'berth preference' in tatkal booking.we want tkt anyhw on any berth,so 'ur choice has not met'is jst time consuming",Others
402,5,@RailMinIndia I've called to railway enquiry but I didn't receive any satisfactory answer..,Others
403,0,"@RailMinIndia @sureshpprabhu  pnr:8347596623 sir,the ac is not working in my coach and TTE has refused to write receitfor refund.",Others
404,0,unable to sit due to sticky stains on berth. PNR no 4512791357. do help immediately.,Others
405,3,@RailMinIndia pls do needful to get water in train no. 18104 ( Tata Amritsar exp.) in B1 coach,Food
406,5,@RailMinIndia @sureshpprabhu  Irctc site does not show the side middle berth optn for puri-ypr garib rath &amp; in ticket it shows as side lower,management
407,5,@RailMinIndia @sureshpprabhu I wonder how Tatkal ticket can be booked by any agent and not be general people..,management
408,0,@RailMinIndia the air conditioning is not effective in A2 coach of Mysuru express from Chennai central,Others
409,5,@RailMinIndia i was booking my tiket with irctc. Payment has been done but no tiket booked. Happened twice. No refunds till now from irctc.,Others
410,1,"@RailMinIndia- *Urgent*Pease HLP My Sis travlng vid 9months baby +2kids inTrain12479,Lost her reticule-she is depressd-pnr-2419055140",Others
411,0,@RailMinIndia Train no. 17623. Pnr 4320497723. Housekeeping selling water dat too @20rs viz printd rs15 in TTEs presence.No soap in toilt.,Food
412,3,@RailMinIndia @drmdelhi @sureshpprabhu unauthorized vendors selling food beverages and water in train 14645 and taking overprice9451010334,Food
413,6,RT @ML_Callahan: Hot #newrelease from bestselling author Grace Goodwin! #PNR #scifi #tw4rw Her Cyborg Beast  by Grace Goodwinâ¦ ,Others
414,5,@sureshpprabhu @RailMinIndia Sir train 19046 is overloaded wid wait listers &amp; current Ticketers due 2 that confirmed passengers r in problem,management
415,4,"@RailMinIndia My train 12308, in 2 hours from SSM Jn, Cant get any running status aur cancellation info. What to do",Others
416,5,@RailMinIndia  A ticket with PNR 8465175527 was cancelled with id 100000083493884. but no refund received yet.,management
417,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master.... https://t.co/gqCR7xEvGm,Food
418,4,@RailMinIndia @sureshpprabhu train overtaking dis suvidha train inspite being double track train being stopped 4 hours n train is psssed,Others
419,0,@RailMinIndia good morning India . Sir chapra railway station in stay tapti Ganga express but no clean any general bogey plz rectified,management
420,1,"@RailMinIndia This Guy is missingName - Avinash Singh, Age - 23Plz help to find out, 7873737047, 9938178192 https://t.co/h7FG4LGig2",Others
421,4,@RailMinIndia varanasi sealdah upper india exp is getting too late everyday. We r so much depending on this train.pls solve this problem sir,management
422,4,"@RailMinIndia @GM_NRly filed TDR on 1st may, no response till now. The train was diverted,  why so much delay in response. PNR#8646785551",management
423,7,"@RailMinIndia @mohitgandhi7 Sir, It is a matter of great satisfaction that, missing person was traced.Thanks for calling us.",Others
424,4,@RailMinIndia Loss Rupees 2500 on Monday due to 2.5 hrs latency in Jbp-Ind express. Very bad. Late without any reason. Got late in ofc,management
425,0,"@RailMinIndia: I am frequent traveller in 16022, 16021 train. Initially I saw dust bin cover in sleeper. Now I could not find. Any reason?",Others
426,6,"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc  it's your habit to make crowd, dhkka mukki for tickets",management
427,0,@RailMinIndia Respected sir please clean this coach in train no. 19327 https://t.co/NErzeb8wNA,Others
428,1,"@sureshpprabhu @RailMinIndia Security of pssngrs in trains is real prblm in eastern railways. Everyday chain ,purse snatching is takng place",Others
429,5,@RailMinIndia My Rating over Coach Quality:Rank 1 : CR2 : WR3 : NR4 : NWR5 : SCR ( Sachkhand Exp rake very poor).,Others
430,7,@DRMbhopal @kiran_k28 @RailMinIndia Sorry for inconvenience complaint will be attend at ITARSI,Others
431,0,"pnr 4512791357 mosquitoes flis hovering , pls do some cleanup, tt not responding positively ",Others
432,5,"@RailMinIndia Ghar me satyanarayan ka paath karvaya hai,shayad ab mujhe dilli ki ticket mil jae....",management
433,5,@IRCTC_Ltd @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior citâ¦ https://t.co/uF5KUdQ0hU,Others
434,1,"@RailMinIndia I, Joydev Gangully on 8/6/16 returning by Falaknuma Express. Around 5:17am my two ATM card &amp; cash rs 2000 stolen.",Others
435,6,@drmadiwr @RailMinIndia @PiyushGoyal @IRCTC_Ltd Train last 2-3 coach,Others
436,1,"@RailMinIndia I am traveling in 12947 s-10,And what a security from the railway? I did not see any security person from 9:30 to  4:30.",Others
437,5,@sureshpprabhu @RailMinIndia  Appreciate the grt wrk. Pls look into the IRCT site also at Tatkal bkng hrs. Its s joke. #PrabhuKiRaftaar,Others
438,4,"@RailMinIndia railway is making mockery of its passengers through So called Suvidha express, unnecessarily running late, for what ( 1/2)",management
439,0,"@sureshpprabhu @drmbct @RailMinIndia 19259 @panvel no water in s6. Stinking, sad plight.10jun",Food
440,5,@RailMinIndia  isn't tatkal booking is allowed at every station counter? unable to book at teghra station(TGA),management
441,3,@RailMinIndia @sureshpprabhu . Open corruption is being done by pantry car ppl in train no. 12562 swatantrata senani express.,Others
442,5,@RailMinIndia will not be refunded?Please provide justification for deducted amount.........,Others
443,6,@NashikNews https://t.co/u8sL0GURHI,Others
444,6,@RailMinIndia @PMOIndia Traveled 3 stations in last few days. Never seen Stations so clean and hygienic. Coaches &amp; Toilets also clean! Kudos,Unhygienic
445,3,"@RailMinIndia we appreciate the efforts by Rly but ur RPF are menace,all the time they are eating in pantry n passengers don't get service.",management
446,0,@RailMinIndia monsoon in Kerala train 12075 is leaking. Windows do not shut properly. Pathetic plight,Others
447,0,@sureshpprabhu @railminindia in starting and in end of coach closed doors like AC coach will stop smell entering in coach of toilets. thnx,Unhygienic
448,0,"@RailMinIndia Duranto exp12262. Food excessive spicy unable to eat. Cockroaches roaming inside. Toilet stinking. Coach BE1 : seat 34,35,37.",Unhygienic
449,3,@RailMinIndia Which city was first to get Water ATM @ rly station?Which cities have installed water ATMs? pls reply ASAP,Food
450,0,@RailMinIndia toilet of B3 coach in 11081 is leaking. Please do something ASAP https://t.co/Hwn4sT86zF,Unhygienic
451,4,@sureshpprabhu @RailMinIndia The local train service is very bad on harbor line no place for commuters. Please help https://t.co/FhYqNTO89W,management
452,3,@RailMinIndia @sureshpprabhu adulterated water being given 2 ppl in paschim express.Vendor refused2 give rail ner https://t.co/0Si6pc59km,Food
453,0,@RailMinIndia @sureshpprabhu PNR:2646997109 trn02396 b2 ac didn't wrk at al from starting plz refund the ticket thanks,management
454,0,"@RailMinIndia @RailwayNorthern @GM_NRly @drmdelhi @drmumb @drmbikaner PNR-2865480614, MOBILE CHARGING POINTS NOT WORKING. PLEASE RESOLVE.",Others
455,4,@RailMinIndia sir train no 12276 is running late by 5 hrs. There is no provision for even getting tea on board. What a passenger can do,management
456,4,"@railminindia train number 13288 is delayed by about 3 hours, but NTES says its on time and has reached.",management
457,1,"@RailMinIndia @sanjayyadav1985 Sir, FIR lodged by GRP/Jaipur vide Cr.No.00/115/16 U/S 323 &amp; 341 IPC has been transferred to GRP/Rewari.",Others
458,2,@RailMinIndia please help. His PNR number is 2820176609,Others
459,4,@RailMinIndia  No one taking responsibility either at NDLS or BZA. It was supposed to be delivered on 4th. My work is suffering.,Others
460,4,You let me in trouble @RailMinIndia my train got cancelled without any information...my journey is stuck in betweenâ¦ https://t.co/PCHxmHOmsf,Others
461,3,"@sureshpprabhu @RailMinIndia dear sir, U took a good initiative of WaterATM but the machine is dispensing 900ml water on the price of 1ltr",Food
462,1,"@RailMinIndia Sir,Please HLP My Sis travlng vid 9months baby+2kid inTrain12479Lost her reticule-she is vry depressd-pnr-2419055140,pls asist",Others
463,1,"@RailMinIndia @Jorebungley Sir, missing girl could not be traced. Pl lodge missing report with GRP/Siliguri",Others
464,6,RT @Venkati5: @SrDOMhyb @asb_ambati @jijjuu @drmhyb @FeaYogesh @UttamChakram @RailMinIndia @SCRailwayIndia @eswarkanchuâ¦ ,Others
465,0,@RailMinIndia @sureshprabhu the first class coupes in the ranchi- hatia express are very old and poor air conditioning they should be replac,Others
466,3,@RailMinIndia sir catering services in double decker train no12583 lko to anand vihar termina is very poor. Venders of IRCTC r selling poor,Food
467,0,@RailMinIndia my uncle  trevelling to train no 15656 coach no-B2. He found that the toilet of this coach is very dirty.Plz do something.,Unhygienic
468,0,"@RailMinIndia train no 15005 Ac is not working, it's very dirty ...",Unhygienic
469,6,@drm_drmizn @RailMinIndia sr aap kya kahenge koi action lenge aap ya nahi https://t.co/vWcbzfkBXk,Others
470,6,@RailMinIndia @PMOIndia @abpnewshindi @aajtak @KumarKetkarV @girishkuber @waglenikhil what a great prime minister works 24x7 great work,Others
471,0,@sureshpprabhu @RailMinIndia Educated people leave india be coz poor quality of life. We want high quality railways and railway stations.,management
472,7,@rpfwrbct @rpfwr1 @RailMinIndia @Deshbhakth1 @rpfchurchgate @rpfmumbcenlocal @rpfdadar2 @RPFAndheri @rpfborivali1â¦ https://t.co/OlzONbm5Bo,Others
473,7,@Anupama__P @RailMinIndia Official concerned has been advised to look into this,Others
474,2,@RailMinIndia @sureshpprabhu sir its been a long time to published(in 03/15) panel of cen 02/2014 of rrb Guwahati. Bt yt medical is nt taken,Others
475,0,no water supply in washrooms for the last 4 hours pnr 4512791357,Food
476,1,@RailMinIndia Too many unresered people in the coach it can lead to security issues8647770808 Pnr no coach s12,Others
477,6,This is what #Swachbharat looks like https://t.co/npKnxGqOyP,Others
478,4,@RailMinIndia FZR-KIR SPECIAL TRAIN 05718 HAS BEEB DELAYED BY 7:00 HOURS .WHATS THE REASON FOR DELAYED. NOBODY CARE FOR SPECIAL TRAIN.,management
479,3,@railminindia we booked ticket of bbs duranto from cnb to bbs for 26.05.2016 with 1cnfrm nd 4 waiting seats no food is provided nor refund,Food
480,0,"berth env is quite unhygenic, insects wandering here n there pnr 4512791357",Others
481,1,"@RailMinIndia @drmdelhi at NZM rly station, think u guys playing with the security of country &amp; passenger#doserious https://t.co/RsX2a5bDXl",management
482,0,@RailMinIndia no water in SL coaches in 12801. Please do the needful at next station. PNR6252433960,Food
483,0,"@railminindia I am travelling in 16227 s6, toilet is smelling horribly.. Sorry if its not the rt handle for complaints..",Unhygienic
484,6,@beatablitz Awesome... posted your tweet up here https://t.co/tkAGqzTxzu,Others
485,6,@sureshpprabhu  @RailMinIndia Thank you a lot for showing quick response and helping my sister @Rewaristation with efficient team of doctors,management
486,5,@sureshpprabhu @RailMinIndia @gm_nfr TT accepted bribe in train12344 CoachB3 .Allotted seats wrongly.He'll get off at Malda shortly.Act soon,management
487,6,@RailMinIndia @Sivaram15064430 @irctcwestzone Sir I want some action not just tweet for fomalty o want improve my râ¦ https://t.co/f3JprtwXze,Others
488,2,@RailMinIndia medical issue need an AC coach ready to pay extra cost o/w have to cancel the journey PNR-6755770127 Train-18006 plz help.,Others
489,0,@RailMinIndia I m from Kaithal Haryana India My WhatsApp no 08684039437No cleanings at our station PlZ massage the related staffThnx,management
490,3,RT @rdwiv3: @IRCTC_Ltd @RailMinIndia I'm on general ticket counter on NHH STSN and clerk says tkt will be given 30 min before train arrivalâ¦,management
491,4,@RailMinIndia 12930 Dahod Valsad superfast train is today 25 min late. And this train is not a single day coming onâ¦ https://t.co/PIOJ8CgQpG,management
492,6,"@drmdelhi @RailMinIndia @IR_EDMECHG @CRSE_CHG_NR @SrDMEdelhi The changed, passenger centric face of Railways is visâ¦ https://t.co/zf1mcUloA3",Others
493,5,@RailMinIndia Name of Passenger is wrongly written in the ticket due to passenger's fault. How to correct it before the journey date?,management
494,0,@RailMinIndia sir ye toilet Mumbai central ke main line ke upper hai yah toilet ke 5 rs lete jab ki railway 2 rs hai https://t.co/0n2fi6uVH2,Unhygienic
495,6,@drmljn @drmmumbaicr @RailMinIndia Thanks for your help,Others
496,4,@sureshpprabhu @drmncrald @drmmgs @SrdcmChg @RailMinIndia @priyankag @drmkir Train 12501 reached mgs &amp; still running 9:15 hrs late.Pls care,management
497,0,"the whole berth area shatterd with the peels of various organics ,need immediate cleanup pnr 4512791357",Others
498,7,"@RailMinIndia @Kumar410Pankaj Sir, u r father traced out at Vizianagarm and handed over to ur brother.Thanks for calling us.",Others
499,4,@RailMinIndia @YouTube All over India A.C. waiting room does not  charge premium  of 30 /hour in Chennai  Egmore.â¦ https://t.co/q2VrJ49af7,Others
500,4,@sureshpprabhu @RailMinIndia @DrmChennai but why should I take the chocolate in the first place.  I need my change.. https://t.co/zHGwfN6gu0,management
501,6,@RailMinIndia @narendramodi @sureshpprabhu Unless u fine people who make mess/dirt in railways like d-metro clean railways is a dream.,Others
502,0,@sureshpprabhu @RailMinIndia  Please send immediate help in 19046 train which is running without water in toilets.,Unhygienic
503,1,@sureshpprabhu @RailMinIndia Mom Travelling 4m train 11094 pnr 2762510778.purse stolen nt Cntctble. Rqst  manage 2 cntct My no. 9673760221,Others
504,4,@RailMinIndia double deker train is always late. We face problems. Further ac function is very poor.,management
505,4,@sureshpprabhu @RailMinIndia pnr no. 6552618649 i have a visa appointment @10 A.M. tomorrow..train already late by 2 hours...plz help...,management
506,5,@sureshpprabhu @RailMinIndia @drmdelhi Prabhu AAp Bhi so gya https://t.co/HI8U2DxQRO Passenger will get tickets,management
507,4,@sureshpprabhu @RailMinIndia (2/N)  Parcel was supposed to be loaded on the same day and unloaded next day.Till date it is yet to be loaded,Others
508,7,@SrDmeChg_Dli @drmdelhi @RailMinIndia @drkumarsambhav @IR_ENHM kindly share your PNR NO.,Others
509,4,"@RailMinIndia 12505 North East Express is being delayed by 6.45 hours ,can someone see to it that it reaches Anand Vihar as soon as possible",management
510,0,@RailMinIndia Prabhu Sir passengers traveling in Rajdhani First AC definitely deserve clean bathrooms and soaps apart from clean coupes,Others
511,0,@DRMbhopal @satyavsingh @RailMinIndia Sorry for inconvenience complaint will be attend at ITARSI,Others
512,5,@RailMinIndia 15 tatkal agents are in front of me at nagpur railway station. Vo kisi aur ke naam pe ticket nikal rahe hai. Plz help,management
513,6,@RailMinIndia @nerailwaygkp sir unable to understand why spent crores on BG from Gkp to Gonda via BNY route if there is no train for delhi.,Others
514,5,@RailMinIndia Just a bribe is enough to convince them to travel in the reservation coach,Others
515,4,@dps045 @RailMinIndia @RailwayNorthern @ECRlyHJP @drmlko25 @gm_nrly @railminindia Plz Install coach indicator Displâ¦ https://t.co/VGivLhudmR,Others
516,0,"@RailMinIndia @sudhirchaudhary Ticketless travellers, TTE-less coaches, tapless bathrooms, waterless flush n feces-filled toilets..2/2",Unhygienic
517,6,"RT @Mandarmodak: Noise pollution does not mean 'Only Loud Sound' Continuous, unnecessary, effectless announcements &amp; undesired irriâ¦ ",Others
518,0,@RailMinIndia 3rd ac in t.no.12833 coach B1 worst coach https://t.co/ZBS7PdeMhJ,Others
519,5,"@RailMinIndia please help one poor villager is no more just, HIRAKUD station SAMBALPUR divi. https://t.co/vIm0trDyQq",management
520,1,"@RailMinIndia+@sureshpprabhu-please HLP My Sis travlng vid 9months baby +2kids inTrain12479,Lost her reticule-she is depressd-pnr-2419055140",Others
521,6,"Dark Pursuit, a #pnr #holiday story is on sale for #99cents! https://t.co/MFxZ7YCtIi https://t.co/QvS7EUtktI",Others
522,5,@RailMinIndia Dear sir PNR NO.2337832847 train no.15622 from Chapra to New Bongaigaon still showing Waiting list iâ¦ https://t.co/hSQNKp84Nm,Others
523,5,@IRCTC_Ltd @RailMinIndia Ppls r in queue and waiting for tickets and clerk and railway dono SO rhe hai,management
524,4,@sureshpprabhu @RailMinIndia trains are running late daily in the route bbs-tig.. Please sort it out immediately sir.,management
525,3,@RailMinIndia Suvidha railway is charging too much....this is called real loot in the name of confirm ticket without water and food in 05527,Food
526,6,"@sureshpprabhu @RailMinIndia New bongaigaon,assam railway station clean railway station https://t.co/gkEE02U6CS",management
527,0,"Sir. I am travelling in coach D-2 seat no. 22,23 in 12498 Sorry to say that wastewater of washbasen is coming intoâ¦ https://t.co/d82gKgdjLH",Food
528,5,@RailMinIndia @sureshpprabhu the lady in the picture named BHARTI LAL was facilitating brokers instead of her duty https://t.co/0oJs8ES27l,Others
529,5,"@RailMinIndia   I tried to buk tkts thru irctc st in tr no12310. I am not getting confm tkt, I terminated transaction but my a/c is debited.",Others
530,3,"@sureshpprabhu  @PMOIndia  @RailMinIndia Hello sir,I am traveling in 18233, there are many water bottle seller, but everyone asks for 20/-",Food
531,5,@RailMinIndia IRCTC site not opening during tatkal timings.,Others
532,6,@atulyendepatil @TajinderBagga https://t.co/e69QtW6PvK,Others
533,4,"@RailMinIndia understand from 139, train number 22996 departed yesterday from Ajmer is delayed by 24 hrs, please reconfirm",management
534,3,@RailMinIndia @sureshpprabhu awaiting action Still paying Rs.10 for tea costing Rs.5 Every food itm highly ovrpriced https://t.co/ecNpsCrXIi,Food
535,3,"@RailMinIndia @sureshpprabhu PNR-2117701021,trn 12394 can u  give rate list for veg food for this train, they are charging ?100 for that",Food
536,7,"@vivek05102229  Kindly share PNR &amp; contact number, issue referred to concerned official @Drmjabalpur for urgent medical assistance.",Others
537,6,@sureshpprabhu @RailMinIndia. I am travelling right now in Mumbai Rajdhani and its amazing to see the coaches being cleaned,Others
538,6,@sureshpprabhu @RailMinIndia Wonderful initiative.. Making the railways more customer centric! https://t.co/xXQfLE5Ii4,Others
539,1,@RailMinIndia @WesternRly @sureshpprabhu Rlys providing textbook resolutions on complaints lodged on webportal. No use complaining.,Others
540,4,@RailMinIndia @sureshpprabhu train 13005 rescheduled 21:05 but still not depart..its sad..already 2 hrs late.. Howrah,management
541,6,How can we respect 23 people who lost life on #elphinstone #bridge2017 ? They must be remembered in some manner wheâ¦ https://t.co/rBb0swCQ8u,Others
542,3,"@sureshpprabhu @RailMinIndia even with extra paid ticket no seat no food...what a shame. TT &amp; attendants say ""do what u want to do""",Food
543,4,@drmlko25 @RailMinIndia @RailwayNorthern Kindly send anyone railway staff to attend 14203,management
544,4,@RailMinIndia SirPlease pay attention to 12395 Ziyarat express  which is always late 4 hours to Agra Fort station.,management
545,5,@RailMinIndia - A TC took bribe to trade our CHECKED RAC seat(PNR -2418223103).spent hours in lobby at night. Pls tell how to report this.,management
546,5,@RailMinIndia. I've been trying for tatkal from ndls to jsme in 12304 since last 7 days but either server gets unavailable or finish,Others
547,0,@RailMinIndia @sureshpprabhu trn no.14854 PNR:231-9103685  Charging socket of coach A1 is not working properly. Tripped several times.,Others
548,6,RT @VisakhapatnamJn: @SrDOMhyb @jijjuu @drmhyb @FeaYogesh @UttamChakram @Venkati5 @RailMinIndia @SCRailwayIndia @asb_ambati @eswarkanchuâ¦ ,Others
549,5,@RailMinIndiaMY IRCTC TICKET ID IS-3512299.I CONTACT care@irctc.co.in MANY TIME BUT I RECIEVE ONLY TWO TICKET COPY BUT I BOOK FOUR TICKET,management
550,5,@RailMinIndia @RailMinIndia @Central_Railway @PiyushGoyal No responce from Railway plz look into the matter,Others
